date,avg_time_generation,avg_time_on_site,avg_time_on_site_returning,bounce_count,bounce_rate,bounce_rate_returning,conversion_rate,conversion_rate_new_visit,conversion_rate_returning_visit,max_actions,max_actions_returning,nb_actions,nb_actions_per_visit,nb_actions_per_visit_returning,nb_actions_returning,nb_conversions,nb_conversions_new_visit,nb_conversions_returning_visit,nb_downloads,nb_hits_with_time_generation,nb_keywords,nb_outlinks,nb_pageviews,nb_searches,nb_uniq_downloads,nb_uniq_outlinks,nb_uniq_pageviews,nb_uniq_visitors,nb_uniq_visitors_returning,nb_users,nb_users_returning,nb_visits,nb_visits_converted,nb_visits_converted_new_visit,nb_visits_converted_returning_visit,nb_visits_returning,revenue,revenue_new_visit,revenue_returning_visit,sum_visit_length
2018-03-29,0.673,192,263,5655,47%,45%,39.23%,38.17%,42.44%,17551,2130,230362,19.1,4.9,14610,6758,5067,1691,2231,25962,500,3574,129881,94676,1987,3095,89492,11228,2526,103,35,12060,4731,3465,1266,2983,0,0,0,2312467
2018-03-30,0.7,195,250,4746,47%,46%,39.57%,38.62%,42.36%,20021,1755,198826,19.6,4.6,11899,6036,4609,1427,2034,23795,500,3047,113204,80541,1776,2637,77330,9453,2223,77,19,10158,4020,2923,1097,2590,0,0,0,1983446
2018-03-31,0.588,243,258,2266,49%,54%,39.06%,40.05%,34.36%,14531,2161,92903,20,6.2,4978,3491,2884,607,708,9991,500,1181,56314,34700,627,997,35227,4407,709,21,3,4654,1818,1540,278,809,0,0,0,1129961
2018-04-01,0.65,251,351,2166,49%,49%,39.47%,39.65%,38.62%,12433,5236,79492,17.9,11.5,8614,3286,2380,906,657,9700,500,1086,47234,30515,573,945,29108,4211,636,22,8,4436,1751,1461,290,751,0,0,0,1112633
2018-04-02,0.611,191,299,2863,49%,49%,38.42%,38.09%,40.06%,10537,2090,117400,20.2,6.3,6184,4167,3441,726,919,12678,500,1669,69409,45403,806,1448,47133,5507,838,40,7,5825,2238,1847,391,976,0,0,0,1110184
2018-04-03,0.785,200,298,5812,46%,45%,40.76%,40.81%,40.61%,9899,2576,246779,19.4,5.7,18712,7777,5547,2230,2666,28669,500,4041,134498,105574,2366,3524,97607,11686,2744,107,40,12688,5171,3846,1325,3263,0,0,0,2534311
2018-04-04,0.687,207,294,5577,45%,44%,41.44%,40.87%,43.03%,14773,3237,237119,19.3,5.5,17798,7622,5417,2205,2400,27513,500,4120,130517,100082,2133,3555,90773,11311,2699,109,37,12272,5086,3691,1395,3242,0,0,0,2541945
2018-04-05,0.727,209,319,5537,46%,44%,40.46%,39.37%,43.43%,36864,2708,233011,19.3,5.5,18051,7666,4925,2741,2488,26567,500,3831,133112,93580,2236,3356,87852,11088,2739,113,57,12055,4878,3463,1415,3258,0,0,0,2520424
2018-04-06,0.62,240,338,4513,46%,46%,40.14%,39.79%,41.06%,11099,2312,209458,21.3,5.1,13725,6944,4828,2116,1961,25155,500,3065,120567,83865,1762,2667,85765,9001,2243,113,56,9849,3953,2853,1100,2679,0,0,0,2361750
2018-04-07,0.651,271,461,2268,48%,49%,39.41%,39.34%,39.76%,16910,2193,119482,25.3,7.3,6053,3680,2560,1120,788,10696,500,1235,81399,36060,694,1059,55277,4446,685,33,9,4722,1861,1533,328,825,0,0,0,1281507
2018-04-08,0.646,231,278,2628,49%,51%,37.6%,37.92%,36.07%,15920,11736,123642,23.1,15.9,14708,3120,2644,476,833,10855,500,1409,78365,43035,735,1213,51678,5063,800,31,6,5351,2012,1678,334,926,0,0,0,1234855
2018-04-09,0.658,188,260,5873,47%,45%,38.61%,37.38%,41.96%,7515,1325,219023,17.6,4.4,14610,6102,4394,1708,2551,26403,500,3764,118796,93912,2270,3305,89358,11407,2856,112,55,12443,4804,3405,1399,3334,0,0,0,2337493
2018-04-10,0.624,192,263,5980,46%,45%,38.85%,37.79%,41.9%,5761,4371,245268,19,5.1,17095,6256,4565,1691,2840,28435,500,4048,144639,93740,2539,3524,107402,11833,2800,141,60,12931,5024,3627,1397,3334,0,0,0,2487575
2018-04-11,0.666,186,276,5500,47%,45%,38.64%,36.95%,42.97%,11996,1721,234759,20,4.8,15654,5976,4258,1718,2460,26291,500,3845,128152,100302,2142,3358,93262,10647,2712,124,60,11732,4533,3123,1410,3281,0,0,0,2182920
2018-04-12,0.682,196,272,5251,46%,45%,38.44%,37.36%,41.27%,24582,1893,245220,21.3,5.4,17173,5884,4195,1689,2377,25219,500,3697,136400,102746,2132,3222,95656,10550,2685,112,48,11515,4426,3115,1311,3177,0,0,0,2254852
2018-04-13,0.603,188,266,4611,47%,44%,38.91%,36.65%,44.62%,24270,3378,237691,24,5,14093,4882,3340,1542,2050,22870,500,3144,158486,74011,1851,2696,80644,9063,2382,104,55,9911,3856,2604,1252,2806,0,0,0,1866442
2018-04-14,0.701,152,209,2034,49%,51%,37.26%,36.26%,41.71%,13266,5407,99980,24.1,10.6,8037,2225,1808,417,749,8342,500,1193,58235,39803,658,1036,38309,3916,657,34,11,4144,1544,1227,317,760,0,0,0,630708
2018-04-15,0.725,161,258,2223,51%,51%,34.7%,34.52%,35.41%,23696,1784,108164,24.6,6.5,5901,2360,1671,689,810,9031,500,1396,65792,40166,703,1213,42656,4100,765,29,9,4389,1523,1204,319,901,0,0,0,705289
2018-04-16,0.707,193,276,5199,46%,44%,39.26%,37.71%,43.19%,7694,2273,219409,19.5,4.6,14727,5658,3855,1803,2485,24670,500,3681,119667,93576,2209,3187,87390,10147,2640,102,45,11225,4407,3036,1371,3174,0,0,0,2165990
2018-04-17,0.698,186,250,5192,47%,44%,38.46%,37.13%,41.96%,18605,1934,213677,19.4,5,15178,5500,3982,1518,2155,23537,500,3697,126208,81617,1909,3222,83796,10131,2565,90,41,11037,4245,2969,1276,3041,0,0,0,2054488
2018-04-18,0.658,194,276,5102,47%,45%,39.5%,38.45%,42.11%,19644,518,217192,20,4.8,15076,5401,3804,1597,2433,23449,500,3487,129738,81534,2185,2905,86857,9904,2567,96,46,10843,4283,2972,1311,3113,0,0,0,2101997
2018-04-19,0.7,197,275,4985,47%,45%,39.12%,37.32%,43.58%,20799,3524,217447,20.6,6,18111,5538,3895,1643,2120,22788,500,3334,130004,81989,1915,2945,90187,9665,2533,110,48,10544,4125,2804,1321,3031,0,0,0,2076335
2018-04-20,0.609,187,289,4138,46%,43%,38.82%,37.93%,41.11%,14415,1941,180179,20.1,5.7,14273,4365,3094,1271,1827,20951,500,2959,102396,72997,1631,2601,74145,8264,2129,100,41,8969,3482,2449,1033,2513,0,0,0,1673434
2018-04-21,0.728,145,206,1848,51%,52%,33.07%,33.39%,31.69%,14880,1574,88289,24.6,5.7,3840,1613,1321,292,550,6831,500,981,55477,31281,486,839,37135,3380,593,29,7,3595,1189,977,212,669,0,0,0,521181
2018-04-22,0.7,139,209,2199,52%,51%,34.57%,34.55%,34.65%,15310,10680,111632,26.3,17.3,13159,1977,1639,338,744,8125,500,1147,71569,38172,657,998,46536,3994,651,27,5,4247,1468,1204,264,762,0,0,0,588429
2018-04-23,0.694,179,275,5490,47%,43%,38.67%,37.54%,41.64%,28909,4327,250486,21.4,6.3,20230,6061,4433,1628,2324,24734,500,3723,149969,94470,2056,3219,103922,10770,2704,128,67,11718,4531,3189,1342,3223,0,0,0,2100068
2018-04-24,0.725,192,291,5310,46%,42%,39.93%,38.85%,42.7%,20774,2093,245943,21.1,5.6,18146,5897,4227,1670,2440,25437,500,3930,140481,99092,2155,3357,95278,10722,2724,99,52,11654,4653,3264,1389,3253,0,0,0,2242405
2018-04-25,0.732,211,291,5232,46%,44%,39.76%,38.47%,43.07%,3839,3630,53555,4.7,5.1,16188,5651,3968,1683,2576,25463,500,3695,38378,8906,2272,3201,28765,10442,2634,73,52,11369,4520,3149,1371,3183,0,0,0,2401637
2018-04-26,0.732,198,268,5197,46%,43%,39.34%,38.44%,41.7%,9948,2465,252742,22.5,5.2,16320,5703,4136,1567,2168,24106,500,3625,145434,101515,1928,3161,109090,10250,2573,163,61,11256,4428,3131,1297,3110,0,0,0,2223248
2018-04-27,0.654,181,258,4264,46%,45%,39.62%,38.74%,41.95%,6273,913,264587,28.6,4.4,11143,4849,3494,1355,1780,21105,500,3027,152343,107437,1593,2593,111407,8503,2150,162,54,9266,3671,2606,1065,2539,0,0,0,1673293
2018-04-28,0.701,176,236,2043,49%,53%,35.18%,35.32%,34.49%,9526,5314,205000,49.5,11.4,7869,2158,1847,311,621,8241,500,1176,125768,77435,535,1017,86572,3917,613,86,10,4141,1457,1218,239,693,0,0,0,730338
2018-04-29,0.665,161,244,2364,49%,49%,36.51%,36.13%,38.36%,12737,8219,113243,23.6,14.1,11498,2533,2073,460,830,9691,500,1462,69484,41467,732,1208,44190,4518,714,20,8,4796,1751,1438,313,816,0,0,0,773288
2018-04-30,0.739,168,229,4282,47%,46%,38.68%,38.07%,40.47%,16002,2940,162612,17.7,5.1,11821,4622,3480,1142,1864,19402,500,2953,102083,55712,1657,2544,74269,8429,1967,79,38,9191,3555,2610,945,2335,0,0,0,1545947
2018-05-01,0.774,150,226,2648,50%,51%,37.35%,37.17%,38.12%,19286,2105,173258,32.7,5.9,5796,3012,2534,478,907,10500,500,1571,110699,60081,811,1355,76850,4972,857,52,16,5299,1979,1602,377,989,0,0,0,793016
2018-05-02,0.673,185,279,5011,46%,43%,40.01%,39.07%,42.47%,24156,2394,203598,18.7,4.8,14307,5629,4042,1587,2120,23181,500,3654,116587,81237,1891,3136,85331,9884,2488,113,61,10861,4345,3079,1266,2981,0,0,0,2006786
2018-05-03,0.647,188,279,4948,45%,44%,39.71%,38.6%,42.64%,8700,5836,230824,21.1,7.6,22658,5704,4079,1625,2244,24012,500,3789,133492,91299,1994,3309,98283,9957,2476,100,48,10933,4341,3064,1277,2995,0,0,0,2058836
2018-05-04,0.715,205,258,4331,46%,45%,38.65%,37.47%,41.85%,9997,5892,202777,21.6,6.5,16371,4770,3457,1313,1826,22419,500,3048,114968,82935,1640,2602,86358,8613,2116,106,58,9400,3633,2577,1056,2523,0,0,0,1928011
2018-05-05,0.751,154,204,1895,51%,54%,35.46%,35.59%,34.89%,6447,1783,84660,22.7,6.2,4104,1919,1564,355,549,7206,500,1069,54926,28116,493,914,38322,3525,571,23,7,3728,1322,1090,232,665,0,0,0,572410
2018-05-06,0.738,141,200,2084,51%,51%,34.42%,34.01%,36.21%,9192,621,99803,24.6,4.4,3315,1988,1644,344,707,7708,500,1121,62022,35953,606,958,44200,3808,644,36,15,4059,1397,1124,273,754,0,0,0,571366
2018-05-07,0.687,177,277,4215,47%,44%,40.18%,39.13%,43.16%,7279,1663,182555,20.4,4.9,11368,4849,3512,1337,1812,18976,500,2989,108944,68810,1593,2609,80780,8157,1930,80,45,8937,3591,2587,1004,2326,0,0,0,1584489
2018-05-08,0.642,150,241,2548,50%,53%,36.75%,36.42%,38.11%,10556,1127,114720,22.3,6.1,6260,2837,2246,591,885,10139,500,1504,66889,45442,792,1289,46059,4849,879,41,11,5134,1887,1499,388,1018,0,0,0,770705
2018-05-09,0.753,178,257,4075,48%,47%,40.14%,39.26%,42.57%,7381,2445,185847,21.8,5.6,12693,4756,3482,1274,1710,17656,500,2791,116189,65157,1520,2427,83866,7833,1906,80,20,8537,3427,2461,966,2269,0,0,0,1521684
2018-05-10,0.773,170,267,2662,48%,49%,36.26%,35.45%,39.66%,18326,18326,155281,28.2,21.7,22933,2971,2433,538,1180,12352,500,1709,95572,56820,1043,1469,70041,5102,868,51,9,5502,1995,1575,420,1059,0,0,0,936538
2018-05-11,1.877,177,274,3471,48%,47%,38.98%,37.68%,42.67%,41356,1667,170650,23.7,4.7,8836,3975,3012,963,1360,16158,500,2277,114658,52355,1210,1974,84506,6595,1533,68,28,7202,2807,2012,795,1863,0,0,0,1274904
2018-05-12,0.605,146,180,2181,51%,55%,35.18%,35.28%,34.71%,8217,2728,95953,22.5,7.1,5283,2251,1896,355,711,8338,500,1196,56934,37112,621,1050,39239,4021,645,27,6,4269,1502,1242,260,749,0,0,0,624199
2018-05-13,0.601,139,195,2679,51%,52%,35.13%,35.26%,34.53%,14861,1752,116730,22.2,5.3,5015,2817,2370,447,868,10431,500,1537,67394,46931,748,1299,45211,4959,815,30,9,5261,1848,1521,327,947,0,0,0,730860
2018-05-14,0.601,179,241,5581,48%,46%,38.42%,37.23%,41.94%,11380,1279,232507,19.8,4,11904,6190,4693,1497,2299,23974,500,3835,138574,87799,2034,3283,102513,10747,2494,121,55,11740,4510,3271,1239,2954,0,0,0,2106851
2018-05-15,0.602,192,271,5705,47%,45%,38.74%,37.45%,42.39%,5474,505,97858,8.1,3.9,12126,6083,4382,1701,2561,26476,500,3884,62218,29195,2229,3347,45896,11107,2650,103,62,12017,4655,3329,1326,3128,0,0,0,2304855
2018-05-16,0.695,174,266,5486,47%,45%,39.05%,38.55%,40.48%,10070,1172,373786,32.4,5.2,15538,6192,4689,1503,2240,24722,500,3712,213081,154753,1970,3215,160759,10565,2515,193,46,11554,4512,3298,1214,2999,0,0,0,2012452
2018-05-17,0.597,185,253,5370,48%,46%,37.34%,36.02%,40.87%,11947,1212,200474,18.1,4.7,14245,5553,3974,1579,2207,23696,500,3504,115123,79640,1957,3069,85183,10182,2528,126,40,11101,4145,2909,1236,3024,0,0,0,2052475
2018-05-18,0.553,184,268,4371,47%,44%,38.44%,37.46%,41.11%,8278,1726,176088,19,5.2,12987,4782,3538,1244,1916,21348,500,2911,101012,70249,1658,2500,74164,8551,2122,95,24,9258,3559,2532,1027,2498,0,0,0,1706674
2018-05-19,0.58,186,241,1949,52%,52%,33.63%,33.36%,34.82%,10563,1958,88492,23.5,6.5,4538,2049,1706,343,605,7512,500,1020,56720,30147,535,860,39001,3549,592,24,6,3771,1268,1026,242,695,0,0,0,700638
2018-05-20,0.678,147,223,1996,52%,55%,35.47%,35.39%,35.8%,10666,910,88885,23.1,6.2,4489,2167,1804,363,705,7687,500,1042,57514,29624,588,883,39787,3577,603,29,5,3840,1362,1101,261,729,0,0,0,564470
2018-05-21,0.744,161,245,3159,51%,49%,37.15%,36.32%,40.15%,8350,2348,134725,21.7,5.6,7571,3043,2388,655,1198,12566,500,1754,82485,49288,1048,1522,62314,5791,1119,45,8,6196,2302,1762,540,1345,0,0,0,999071
2018-05-22,0.545,184,248,5879,49%,46%,36.5%,35.27%,39.91%,12380,1154,234017,19.4,4,12847,5902,4340,1562,2407,24600,500,3530,144050,84030,2090,3054,108996,11097,2666,92,16,12066,4404,3126,1278,3202,0,0,0,2221041
2018-05-23,0.593,172,249,5904,48%,45%,37.34%,36.88%,38.64%,11789,3352,236193,19.4,5.2,16468,6469,4936,1533,2663,25180,500,3698,137559,92273,2258,3182,102282,11144,2650,91,26,12179,4548,3313,1235,3196,0,0,0,2089302
2018-05-24,0.719,169,242,5824,49%,47%,36.24%,35.65%,37.94%,25716,1759,263979,22.1,4.4,13481,6217,4791,1426,2782,24763,500,3406,161672,96119,2366,2988,123917,10998,2594,93,32,11941,4327,3160,1167,3076,0,0,0,2018247
2018-05-25,0.803,164,218,4887,49%,49%,37.13%,37.09%,37.24%,13501,1610,205382,20.8,4.2,11167,5011,3796,1215,2237,20876,500,2842,130981,69322,1923,2488,103274,9113,2258,88,25,9873,3666,2682,984,2642,0,0,0,1617030
2018-05-26,0.642,131,169,2145,53%,54%,33.89%,34.12%,32.75%,20306,578,96428,23.8,4.3,2932,2120,1794,326,666,7810,500,1095,63128,31539,592,946,45908,3815,584,27,6,4046,1371,1147,224,684,0,0,0,529483
2018-05-27,0.623,145,235,2488,54%,56%,32.79%,32.45%,34.52%,10725,2937,108176,23.5,8,6083,2333,1970,363,824,8733,500,1228,68435,37689,712,1031,51534,4392,662,29,7,4611,1512,1250,262,759,0,0,0,668255
2018-05-28,0.61,166,243,6001,49%,48%,37.08%,36.48%,38.79%,11142,1084,223330,18.2,4.5,14324,6016,4502,1514,2353,24718,500,3722,124495,92760,2060,3222,90880,11283,2689,99,40,12249,4542,3301,1241,3199,0,0,0,2039058
2018-05-29,0.648,170,261,6408,47%,44%,35.68%,34.2%,40.07%,12199,2333,279515,20.6,4.5,15596,6610,4869,1741,2662,27973,500,4433,167695,104725,2345,3838,110570,12531,2893,102,33,13589,4849,3471,1378,3439,0,0,0,2316199
2018-05-30,0.631,167,231,5722,49%,46%,37.31%,36.35%,40.07%,11836,1085,226607,19.2,3.8,11583,5738,4297,1441,2161,23131,500,3518,135504,85424,1890,3067,97676,10844,2564,95,17,11776,4394,3177,1217,3037,0,0,0,1965715
2018-05-31,0.802,169,242,5763,50%,47%,36%,34.65%,39.95%,21523,693,217423,18.8,4.1,12070,5398,3980,1418,2058,23250,500,3424,126826,85115,1825,2964,90527,10770,2524,84,25,11592,4173,2998,1175,2941,0,0,0,1956314
2018-06-01,0.539,175,216,4812,49%,48%,36.89%,35.73%,39.97%,13363,715,198064,20.1,4.2,11397,4719,3404,1315,1811,21847,500,2780,125148,68325,1611,2452,94045,9087,2311,80,15,9841,3630,2554,1076,2692,0,0,0,1721227
2018-06-02,0.652,133,204,2238,55%,53%,32.35%,31.93%,34.36%,15714,893,91245,22.3,4.9,3495,1950,1603,347,588,7412,500,980,59626,30051,514,864,43384,3849,603,34,7,4083,1321,1076,245,713,0,0,0,543629
2018-06-03,0.61,158,204,2591,54%,50%,32.43%,32.11%,33.93%,9885,2276,102476,21.4,6.2,5208,2254,1880,374,748,8953,500,1220,65863,34645,656,1056,44656,4510,695,32,7,4789,1553,1267,286,843,0,0,0,755937
2018-06-04,0.564,170,256,5909,49%,46%,38.03%,36.76%,41.79%,10793,614,208662,17.2,3.8,11638,5801,4310,1491,2441,24104,500,3828,117570,84823,2109,3275,87092,11163,2572,97,39,12126,4611,3336,1275,3051,0,0,0,2055766
2018-06-05,0.575,167,247,6027,49%,47%,37.63%,35.64%,43.34%,8872,1383,219812,17.9,4.2,13493,5985,4316,1669,2483,25256,500,3828,120922,92579,2154,3312,89800,11309,2679,121,23,12277,4620,3244,1376,3175,0,0,0,2045624
2018-06-06,0.587,162,241,5658,49%,45%,34.23%,32.85%,38.21%,9844,3436,224229,19.3,5.2,15488,5376,3913,1463,2615,23188,500,3388,136034,82192,2301,2937,97454,10731,2528,106,30,11614,3976,2830,1146,2999,0,0,0,1882098
2018-06-07,0.625,164,238,5223,46%,42%,19.96%,20.02%,19.77%,13329,942,260694,23.1,4.7,14427,4432,3576,856,4523,23979,500,2098,161226,92847,3705,1787,117404,10404,2599,117,20,11275,2250,1644,606,3065,0,0,0,1849642
2018-06-08,0.65,167,219,4536,46%,43%,19.3%,19.9%,17.72%,9844,2366,232057,23.8,5.6,14994,3587,2826,761,4003,21604,500,1743,157967,68344,3414,1528,112238,9041,2276,93,20,9765,1885,1410,475,2681,0,0,0,1633463
2018-06-09,0.692,137,179,2132,54%,53%,19.71%,19.98%,18.34%,17777,2738,100823,25.4,7.3,4728,1530,1368,162,1165,7374,500,716,69469,29473,968,589,48350,3789,572,30,3,3968,782,663,119,649,0,0,0,543653
2018-06-10,0.658,150,193,2611,55%,55%,20.53%,20.63%,20.05%,17378,1197,110743,23.2,4.8,3885,1907,1640,267,1339,8796,500,772,77799,30833,1123,650,54267,4513,683,22,3,4779,981,818,163,813,0,0,0,715270
2018-06-11,0.794,151,220,5915,48%,45%,20.18%,20.54%,19.12%,9510,2663,265056,21.7,5.8,18223,5484,4388,1096,4880,23962,500,2198,179356,78622,4095,1907,133539,11306,2673,114,21,12216,2465,1865,600,3138,0,0,0,1843562
2018-06-12,0.726,166,252,6127,48%,44%,18.92%,18.97%,18.78%,11339,3908,298247,23.4,5.8,18763,5278,4350,928,5406,26420,500,2313,206754,83774,4531,2005,149070,11805,2731,113,29,12736,2410,1803,607,3232,0,0,0,2119459
2018-06-13,0.695,157,223,5662,48%,44%,19.35%,19.46%,19.02%,27847,2749,298737,25.2,5.1,15701,5054,4214,840,4917,23594,500,2135,208021,83664,4104,1818,144700,11000,2619,97,32,11853,2293,1709,584,3070,0,0,0,1863396
2018-06-14,0.744,167,234,5252,47%,43%,19.03%,19.16%,18.65%,11212,1934,263398,23.5,5,14927,4737,3965,772,4640,22475,500,1940,179973,76845,3957,1697,127103,10339,2505,100,36,11200,2131,1578,553,2965,0,0,0,1870175
2018-06-15,0.737,167,237,4439,47%,43%,19.31%,19.97%,17.51%,11171,2447,212019,22.5,4.9,12400,3506,2802,704,4244,20000,500,1620,144916,61239,3566,1404,104414,8716,2177,100,25,9442,1823,1377,446,2547,0,0,0,1576122
2018-06-16,0.696,135,204,2091,54%,51%,21.55%,22.33%,18.3%,13267,2950,97298,25.1,8.4,6364,1253,1054,199,1092,7019,500,636,66697,28873,919,538,44360,3643,650,31,6,3880,836,698,138,754,0,0,0,525120
2018-06-17,0.712,142,201,2431,53%,52%,20.34%,20.75%,18.54%,14767,3562,113950,25,8,6786,1567,1315,252,1471,8824,500,802,79860,31817,1206,685,52192,4298,728,29,7,4558,927,770,157,847,0,0,0,648600
2018-06-18,0.649,171,251,5416,47%,43%,20.87%,21.52%,19.04%,17918,1998,287602,24.8,4.9,14754,4702,3906,796,4942,23731,500,2265,202597,77798,4178,1919,138893,10714,2575,110,25,11580,2417,1842,575,3020,0,0,0,1981292
2018-06-19,0.735,170,257,5406,46%,42%,21.22%,21.2%,21.27%,10673,1642,290275,24.9,4.6,14730,5173,4208,965,5041,23349,500,2298,195475,87461,4177,1946,137843,10805,2708,105,26,11672,2477,1797,680,3197,0,0,0,1987703
2018-06-20,0.69,160,233,4541,48%,45%,21.04%,21.64%,19.37%,13924,6140,220821,23.1,6.4,16227,3859,3172,687,4007,18527,500,1695,153620,61499,3342,1443,108410,8905,2179,88,19,9550,2009,1519,490,2530,0,0,0,1532090
2018-06-21,0.684,161,227,4768,47%,44%,20.08%,20.49%,19.01%,12623,3628,226752,22.4,7.2,20059,4395,3399,996,4104,20522,500,1692,149967,70989,3462,1460,107411,9304,2380,97,24,10133,2035,1502,533,2804,0,0,0,1631004
2018-06-22,0.675,165,245,4130,47%,44%,19.61%,20.17%,18.14%,23974,2459,217753,24.7,5.4,13125,3968,3280,688,3914,19064,500,1637,150703,61499,3262,1385,98396,8183,2107,68,17,8817,1729,1286,443,2442,0,0,0,1458904
2018-06-23,0.738,125,178,1984,54%,52%,22.26%,23.27%,17.31%,9145,3833,97914,26.6,9,5624,1782,1620,162,1018,6265,500,610,69673,26613,816,486,47381,3486,540,28,6,3679,819,711,108,624,0,0,0,458697
2018-06-24,0.718,132,232,2207,54%,53%,21.94%,22.09%,21.24%,10489,2449,106541,26,6.9,4932,2155,1886,269,1190,7440,500,695,73943,30713,1003,593,51553,3867,589,30,7,4097,899,748,151,711,0,0,0,540691
2018-06-25,0.698,173,268,5217,47%,43%,20.64%,20.92%,19.87%,33991,2484,272067,24.4,4.7,13778,5284,4436,848,4523,22479,500,2099,180261,85184,3806,1797,116232,10216,2512,96,43,11134,2298,1710,588,2959,0,0,0,1926555
2018-06-26,0.674,160,240,5156,47%,44%,20%,20.56%,18.45%,23513,356,209524,19.1,3.7,10807,4453,3688,765,4541,21231,500,1938,144051,58994,3832,1637,104157,10100,2464,105,48,10974,2195,1657,538,2916,0,0,0,1759963
2018-06-27,0.698,167,261,4889,46%,43%,20.3%,20.96%,18.51%,15780,840,298476,28.2,4.3,12315,5261,4444,817,4482,21146,500,1934,207640,84420,3754,1667,148015,9714,2430,105,51,10600,2152,1622,530,2863,0,0,0,1771645
